card_id,mechanic
BAR_888,TRIGGER_VISUAL
BAR_890,TRIGGER_VISUAL
BAR_896,FRENZY
BAR_896,RUSH
BAR_902,DIVINE_SHIELD
BAR_902,RUSH
BAR_902,TRIGGER_VISUAL
BAR_912,TRIGGER_VISUAL
BAR_915,BATTLECRY
BAR_915,DEATHRATTLE
BAR_916,LIFESTEAL
BAR_917,TAUNT
BAR_918,TRIGGER_VISUAL
BG31_BOB,BATTLECRY
BOT_020,MAGNETIC
BOT_020,RUSH
BOT_021,MAGNETIC
BOT_021,TAUNT
BOT_031,DEATHRATTLE
BOT_033,AFFECTED_BY_SPELL_POWER
BOT_034,BATTLECRY
BOT_035,MAGNETIC
BOT_035,POISONOUS
BOT_038,BATTLECRY
BOT_039,AURA
BOT_050,LIFESTEAL
BOT_050,TAUNT
BOT_059,TRIGGER_VISUAL
BOT_066,DEATHRATTLE
BOT_079,BATTLECRY
BOT_083,BATTLECRY
BOT_102,DEATHRATTLE
BOT_102,RUSH
BOT_103,TRIGGER_VISUAL
BOT_104,BATTLECRY
BOT_107,MAGNETIC
BOT_107,TRIGGER_VISUAL
BOT_216,BATTLECRY
BOT_218,TRIGGER_VISUAL
BOT_224,BATTLECRY
BOT_226,BATTLECRY
BOT_236,DIVINE_SHIELD
BOT_236,LIFESTEAL
BOT_237,ELUSIVE
BOT_237,MAGNETIC
BOT_238,BATTLECRY
BOT_243,BATTLECRY
BOT_243,DISCOVER
BOT_246,OVERLOAD
BOT_251,DEATHRATTLE
BOT_251,MAGNETIC
BOT_256,BATTLECRY
BOT_258,DEATHRATTLE
BOT_267,DEATHRATTLE
BOT_270,BATTLECRY
BOT_280,TRIGGER_VISUAL
BOT_283,BATTLECRY
BOT_286,DEATHRATTLE
BOT_288,BATTLECRY
BOT_291,BATTLECRY
BOT_296,BATTLECRY
BOT_296,TAUNT
BOT_299,DISCOVER
BOT_299,GEARS
BOT_308,BATTLECRY
BOT_312,DEATHRATTLE
BOT_312,MAGNETIC
BOT_401,DEATHRATTLE
BOT_402,DISCOVER
BOT_406,TRIGGER_VISUAL
BOT_407,TRIGGER_VISUAL
BOT_411,BATTLECRY
BOT_413,BATTLECRY
BOT_414,DIVINE_SHIELD
BOT_414,STEALTH
BOT_419,BATTLECRY
BOT_419,DISCOVER
BOT_422,CHOOSE_ONE
BOT_423,TRIGGER_VISUAL
BOT_424,DEATHRATTLE
BOT_431,BATTLECRY
BOT_433,DEATHRATTLE
BOT_435,DISCOVER
BOT_435,GEARS
BOT_443,DEATHRATTLE
BOT_445,DEATHRATTLE
BOT_447,BATTLECRY
BOT_448,BATTLECRY
BOT_448,TAUNT
BOT_451,OVERLOAD
BOT_507,BATTLECRY
BOT_509,DEATHRATTLE
BOT_511,BATTLECRY
BOT_523,RUSH
BOT_531,BATTLECRY
BOT_532,BATTLECRY
BOT_533,BATTLECRY
BOT_534,DIVINE_SHIELD
BOT_535,BATTLECRY
BOT_536,BATTLECRY
BOT_537,DEATHRATTLE
BOT_538,BATTLECRY
BOT_539,BATTLECRY
BOT_539,DISCOVER
BOT_540,BATTLECRY
BOT_543,BATTLECRY
BOT_544,BATTLECRY
BOT_548,DIVINE_SHIELD
BOT_548,LIFESTEAL
BOT_548,MAGNETIC
BOT_548,RUSH
BOT_548,TAUNT
BOT_550,BATTLECRY
BOT_552,BATTLECRY
BOT_555,STEALTH
BOT_558,DEATHRATTLE
BOT_559,TRIGGER_VISUAL
BOT_562,BATTLECRY
BOT_563,MAGNETIC
BOT_565,DEATHRATTLE
BOT_566,AURA
BOT_566,TRIGGER_VISUAL
BOT_573,BATTLECRY
BOT_576,COMBO
BOT_601,BATTLECRY
BOT_603,RUSH
BOT_604,SPELLPOWER
BOT_606,DEATHRATTLE
BOT_700,DEATHRATTLE
BOT_700,ECHO
BOT_700,MAGNETIC
BOT_906,MAGNETIC
BOT_907,BATTLECRY
BOT_908,SECRET
BOT_910,BATTLECRY
BOT_911,DIVINE_SHIELD
BOT_911,MAGNETIC
BOT_911,TAUNT
BRM_002,TRIGGER_VISUAL
BRM_004,BATTLECRY
BRM_005,AFFECTED_BY_SPELL_POWER
BRM_006,TRIGGER_VISUAL
BRM_008,BATTLECRY
BRM_009,TAUNT
BRM_010,CHOOSE_ONE
BRM_012,BATTLECRY
BRM_012,OVERLOAD
BRM_013,AFFECTED_BY_SPELL_POWER
BRM_014,BATTLECRY
BRM_016,TRIGGER_VISUAL
BRM_018,BATTLECRY
BRM_019,TRIGGER_VISUAL
BRM_020,TRIGGER_VISUAL
BRM_022,TRIGGER_VISUAL
BRM_024,BATTLECRY
BRM_026,BATTLECRY
BRM_027,DEATHRATTLE
BRM_028,TRIGGER_VISUAL
BRM_029,BATTLECRY
BRM_030,BATTLECRY
BRM_031,TRIGGER_VISUAL
BRM_033,BATTLECRY
BRM_034,BATTLECRY
BT_003,SECRET
BT_008,DEATHRATTLE
BT_010,BATTLECRY
BT_014,DEATHRATTLE
BT_018,TRIGGER_VISUAL
BT_019,DEATHRATTLE
BT_019,DIVINE_SHIELD
BT_020,BATTLECRY
BT_021,DISCOVER
BT_022,TRIGGER_VISUAL
BT_026,BATTLECRY
BT_026,TAUNT
BT_028,DEATHRATTLE
BT_028,SPELLPOWER
BT_042,SECRET
BT_072,FREEZE
BT_100,OVERLOAD
BT_102,TRIGGER_VISUAL
BT_106,BATTLECRY
BT_109,DEATHRATTLE
BT_109,SPELLPOWER
BT_114,BATTLECRY
BT_115,BATTLECRY
BT_115,DISCOVER
BT_120,BATTLECRY
BT_123,DEATHRATTLE
BT_123,RUSH
BT_126,BATTLECRY
BT_126,DEATHRATTLE
BT_131,AURA
BT_133,RUSH
BT_133,TRIGGER_VISUAL
BT_136,DEATHRATTLE
BT_136,TAUNT
BT_138,RUSH
BT_140,BATTLECRY
BT_142,BATTLECRY
BT_155,DEATHRATTLE
BT_155,TAUNT
BT_156,RUSH
BT_159,BATTLECRY
BT_160,BATTLECRY
BT_187,AURA
BT_187,CHARGE
BT_188,TRIGGER_VISUAL
BT_190,TRIGGER_VISUAL
BT_196,BATTLECRY
BT_197,DEATHRATTLE
BT_197,LIFESTEAL
BT_201,DEATHRATTLE
BT_202,DEATHRATTLE
BT_203,SECRET
BT_210,DEATHRATTLE
BT_210,RUSH
BT_212,BATTLECRY
BT_212,RUSH
BT_214,BATTLECRY
BT_230,BATTLECRY
BT_249,DEATHRATTLE
BT_249,TAUNT
BT_252,DISCOVER
BT_254,TRIGGER_VISUAL
BT_255,AURA
BT_256,TRIGGER_VISUAL
BT_258,TAUNT
BT_262,BATTLECRY
BT_271,TRIGGER_VISUAL
BT_300,InvisibleDeathrattle
BT_301,BATTLECRY
BT_301,RUSH
BT_304,DEATHRATTLE
BT_304,TAUNT
BT_307,BATTLECRY
BT_309,AURA
BT_309,DEATHRATTLE
BT_321,BATTLECRY
BT_321,DISCOVER
BT_323,BATTLECRY
BT_334,BATTLECRY
BT_341,TAUNT
BT_341,TRIGGER_VISUAL
BT_351,TRIGGER_VISUAL
BT_352,TRIGGER_VISUAL
BT_354,AFFECTED_BY_SPELL_POWER
BT_355,TRIGGER_VISUAL
BT_407,DEATHRATTLE
BT_416,BATTLECRY
BT_423,LIFESTEAL
BT_423,TAUNT
BT_430,TRIGGER_VISUAL
BT_480,OUTCAST
BT_481,BATTLECRY
BT_486,TAUNT
BT_486,TRIGGER_VISUAL
BT_487,RUSH
BT_487,TRIGGER_VISUAL
BT_490,OUTCAST
BT_491,OUTCAST
BT_493,TRIGGER_VISUAL
BT_495,BATTLECRY
BT_496,BATTLECRY
BT_509,DEATHRATTLE
BT_510,TAUNT
BT_510,TRIGGER_VISUAL
BT_601,OUTCAST
BT_701,STEALTH
BT_702,BATTLECRY
BT_703,DEATHRATTLE
BT_707,SECRET
BT_709,SECRET
BT_710,BATTLECRY
BT_711,BATTLECRY
BT_713,DEATHRATTLE
BT_713,STEALTH
BT_714,BATTLECRY
BT_715,TAUNT
BT_715,TRIGGER_VISUAL
BT_716,TAUNT
BT_716,TRIGGER_VISUAL
BT_717,BATTLECRY
BT_720,BATTLECRY
BT_720,RUSH
BT_720,TAUNT
BT_721,TRIGGER_VISUAL
BT_722,BATTLECRY
BT_723,BATTLECRY
BT_724,BATTLECRY
BT_726,DEATHRATTLE
BT_727,TRIGGER_VISUAL
BT_728,DEATHRATTLE
BT_729,BATTLECRY
BT_730,TAUNT
BT_731,TRIGGER_VISUAL
BT_732,BATTLECRY
BT_735,DEATHRATTLE
BT_737,BATTLECRY
BT_740,LIFESTEAL
BT_761,DEATHRATTLE
BT_761,RUSH
BT_781,TRIGGER_VISUAL
BT_801,LIFESTEAL
BT_801,OUTCAST
BT_814,OUTCAST
BT_814,RUSH
BT_850,BATTLECRY
BT_921,LIFESTEAL
BT_922,BATTLECRY
BT_937,TRIGGER_VISUAL
CFM_020,BATTLECRY
CFM_025,TRIGGER_VISUAL
CFM_026,SECRET
CFM_039,SPELLPOWER
CFM_060,TRIGGER_VISUAL
CFM_061,BATTLECRY
CFM_061,OVERLOAD
CFM_062,BATTLECRY
CFM_062,TAUNT
CFM_063,BATTLECRY
CFM_066,BATTLECRY
CFM_067,BATTLECRY
CFM_095,DEATHRATTLE
CFM_120,DEATHRATTLE
CFM_300,TAUNT
CFM_308,CHOOSE_ONE
CFM_312,BATTLECRY
CFM_313,DISCOVER
CFM_313,OVERLOAD
CFM_315,BATTLECRY
CFM_316,DEATHRATTLE
CFM_321,BATTLECRY
CFM_321,DISCOVER
CFM_321,GRIMY_GOONS
CFM_324,DEATHRATTLE
CFM_324,TAUNT
CFM_328,BATTLECRY
CFM_333,FINISH_ATTACK_SPELL_ON_DAMAGE
CFM_333,TRIGGER_VISUAL
CFM_335,BATTLECRY
CFM_336,DEATHRATTLE
CFM_337,TRIGGER_VISUAL
CFM_338,BATTLECRY
CFM_341,DEATHRATTLE
CFM_342,BATTLECRY
CFM_343,BATTLECRY
CFM_343,TAUNT
CFM_344,STEALTH
CFM_344,TRIGGER_VISUAL
CFM_602,CHOOSE_ONE
CFM_605,BATTLECRY
CFM_605,DISCOVER
CFM_606,OVERHEAL
CFM_609,TRIGGER_VISUAL
CFM_610,BATTLECRY
CFM_617,BATTLECRY
CFM_619,BATTLECRY
CFM_619,KABAL
CFM_620,SECRET
CFM_621,BATTLECRY
CFM_621,KABAL
CFM_626,BATTLECRY
CFM_631,TRIGGER_VISUAL
CFM_634,TRIGGER_VISUAL
CFM_636,STEALTH
CFM_639,TRIGGER_VISUAL
CFM_643,BATTLECRY
CFM_646,DEATHRATTLE
CFM_647,BATTLECRY
CFM_648,BATTLECRY
CFM_649,BATTLECRY
CFM_649,DISCOVER
CFM_649,KABAL
CFM_650,BATTLECRY
CFM_651,BATTLECRY
CFM_652,TAUNT
CFM_653,TAUNT
CFM_654,TRIGGER_VISUAL
CFM_655,BATTLECRY
CFM_656,BATTLECRY
CFM_657,BATTLECRY
CFM_658,TRIGGER_VISUAL
CFM_659,BATTLECRY
CFM_660,BATTLECRY
CFM_663,TRIGGER_VISUAL
CFM_666,WINDFURY
CFM_667,BATTLECRY
CFM_667,DEATHRATTLE
CFM_668,BATTLECRY
CFM_669,TRIGGER_VISUAL
CFM_670,TRIGGER_VISUAL
CFM_671,BATTLECRY
CFM_672,BATTLECRY
CFM_685,BATTLECRY
CFM_685,GRIMY_GOONS
CFM_687,BATTLECRY
CFM_688,BATTLECRY
CFM_690,COMBO
CFM_691,DEATHRATTLE
CFM_691,STEALTH
CFM_693,COMBO
CFM_694,BATTLECRY
CFM_697,TRIGGER_VISUAL
CFM_699,BATTLECRY
CFM_715,BATTLECRY
CFM_715,JADE_GOLEM
CFM_715,JADE_LOTUS
CFM_717,BATTLECRY
CFM_717,OVERLOAD
CFM_750,BATTLECRY
CFM_751,BATTLECRY
CFM_753,BATTLECRY
CFM_754,TRIGGER_VISUAL
CFM_755,BATTLECRY
CFM_756,TAUNT
CFM_756,TRIGGER_VISUAL
CFM_759,DEATHRATTLE
CFM_781,STEALTH
CFM_781,TRIGGER_VISUAL
CFM_790,BATTLECRY
CFM_790,TAUNT
CFM_800,SECRET
CFM_806,BATTLECRY
CFM_806,TAUNT
CFM_807,TRIGGER_VISUAL
CFM_808,TRIGGER_VISUAL
CFM_809,BATTLECRY
CFM_810,BATTLECRY
CFM_815,DIVINE_SHIELD
CFM_815,LIFESTEAL
CFM_815,TAUNT
CFM_816,BATTLECRY
CFM_851,TRIGGER_VISUAL
CFM_852,BATTLECRY
CFM_852,DISCOVER
CFM_852,JADE_LOTUS
CFM_853,BATTLECRY
CFM_853,GRIMY_GOONS
CFM_854,TAUNT
CFM_855,BATTLECRY
CFM_900,TRIGGER_VISUAL
CFM_902,BATTLECRY
CFM_902,DEATHRATTLE
CFM_902,JADE_GOLEM
CFM_902,JADE_LOTUS
CFM_940,DISCOVER
CORE_AT_003,HEROPOWER_DAMAGE
CORE_AT_011,OVERHEAL
CORE_AT_021,TRIGGER_VISUAL
CORE_AT_029,TRIGGER_VISUAL
CORE_AT_037,CHOOSE_ONE
CORE_AT_047,BATTLECRY
CORE_AT_053,OVERLOAD
CORE_AT_075,AURA
CORE_AT_123,DEATHRATTLE
CORE_AT_123,TAUNT
CORE_AT_132,BATTLECRY
CORE_AV_226,SECRET
CORE_AV_328,DEATHRATTLE
CORE_AV_328,TAUNT
CORE_AV_337,DEATHRATTLE
CORE_AV_337,TAUNT
CORE_BAR_310,DEATHRATTLE
CORE_BAR_310,TAUNT
CORE_BAR_330,DEATHRATTLE
CORE_BAR_535,DEATHRATTLE
CORE_BAR_535,TAUNT
CORE_BAR_551,BATTLECRY
CORE_BAR_812,SECRET
CORE_BOT_020,MAGNETIC
CORE_BOT_020,RUSH
CORE_BOT_021,MAGNETIC
CORE_BOT_021,TAUNT
CORE_BOT_083,BATTLECRY
CORE_BOT_103,TRIGGER_VISUAL
CORE_BOT_104,BATTLECRY
CORE_BOT_312,DEATHRATTLE
CORE_BOT_312,MAGNETIC
CORE_BOT_451,OVERLOAD
CORE_BOT_533,BATTLECRY
CORE_BOT_548,DIVINE_SHIELD
CORE_BOT_548,LIFESTEAL
CORE_BOT_548,MAGNETIC
CORE_BOT_548,RUSH
CORE_BOT_548,TAUNT
CORE_BOT_563,MAGNETIC
CORE_BRM_006,TRIGGER_VISUAL
CORE_BRM_013,AFFECTED_BY_SPELL_POWER
CORE_BT_018,TRIGGER_VISUAL
CORE_BT_115,BATTLECRY
CORE_BT_115,DISCOVER
CORE_BT_187,AURA
CORE_BT_187,CHARGE
CORE_BT_188,TRIGGER_VISUAL
CORE_BT_271,TRIGGER_VISUAL
CORE_BT_304,DEATHRATTLE
CORE_BT_304,TAUNT
CORE_BT_323,BATTLECRY
CORE_BT_334,BATTLECRY
CORE_BT_351,TRIGGER_VISUAL
CORE_BT_355,TRIGGER_VISUAL
CORE_BT_416,BATTLECRY
CORE_BT_423,LIFESTEAL
CORE_BT_423,TAUNT
CORE_BT_430,TRIGGER_VISUAL
CORE_BT_480,OUTCAST
CORE_BT_491,OUTCAST
CORE_BT_493,TRIGGER_VISUAL
CORE_BT_707,SECRET
CORE_BT_781,TRIGGER_VISUAL
CORE_BT_801,LIFESTEAL
CORE_BT_801,OUTCAST
CORE_BT_921,LIFESTEAL
CORE_BT_922,BATTLECRY
CORE_CFM_061,BATTLECRY
CORE_CFM_061,OVERLOAD
CORE_CFM_120,DEATHRATTLE
CORE_CFM_344,STEALTH
CORE_CFM_344,TRIGGER_VISUAL
CORE_CFM_605,BATTLECRY
CORE_CFM_605,DISCOVER
CORE_CFM_606,OVERHEAL
CORE_CFM_751,BATTLECRY
CORE_CFM_753,BATTLECRY
CORE_CFM_781,STEALTH
CORE_CFM_781,TRIGGER_VISUAL
CORE_CFM_790,BATTLECRY
CORE_CFM_790,TAUNT
CORE_CS2_024,FREEZE
CORE_CS2_028,FREEZE
CORE_CS2_033,FREEZE
CORE_CS2_042,BATTLECRY
CORE_CS2_064,BATTLECRY
CORE_CS2_065,TAUNT
CORE_CS2_073,COMBO
CORE_CS2_088,BATTLECRY
CORE_CS2_088,TAUNT
CORE_CS2_097,TRIGGER_VISUAL
CORE_CS2_117,BATTLECRY
CORE_CS2_122,AURA
CORE_CS2_142,SPELLPOWER
CORE_CS2_179,TAUNT
CORE_CS2_181,BATTLECRY
CORE_CS2_188,BATTLECRY
CORE_CS2_189,BATTLECRY
CORE_CS2_203,BATTLECRY
CORE_CS2_222,AURA
CORE_CS2_235,TRIGGER_VISUAL
CORE_CS3_003,BATTLECRY
CORE_CS3_003,DEATHRATTLE
CORE_CS3_005,COMBO
CORE_CS3_008,BATTLECRY
CORE_CS3_012,BATTLECRY
CORE_CS3_014,OVERHEAL
CORE_CS3_016,SECRET
CORE_CS3_019,CHARGE
CORE_CS3_019,LIFESTEAL
CORE_CS3_019,TRIGGER_VISUAL
CORE_CS3_021,TAUNT
CORE_CS3_030,RUSH
CORE_DAL_086,BATTLECRY
CORE_DAL_371,DISCOVER
CORE_DAL_416,BATTLECRY
CORE_DAL_416,DISCOVER
CORE_DAL_422,BATTLECRY
CORE_DAL_422,TAUNT
CORE_DAL_609,AURA
CORE_DAL_609,BATTLECRY
CORE_DAL_609,DISCOVER
CORE_DAL_720,DEATHRATTLE
CORE_DAL_721,TRIGGER_VISUAL
CORE_DAL_729,BATTLECRY
CORE_DAL_729,DISCOVER
CORE_DED_009,TRADEABLE
CORE_DMF_060,RUSH
CORE_DMF_067,BATTLECRY
CORE_DMF_067,DEATHRATTLE
CORE_DMF_194,DEATHRATTLE
CORE_DMF_231,BATTLECRY
CORE_DMF_238,BATTLECRY
CORE_DMF_240,BATTLECRY
CORE_DMF_511,BATTLECRY
CORE_DMF_521,BATTLECRY
CORE_DMF_521,TAUNT
CORE_DMF_522,ImmuneToSpellpower
CORE_DMF_709,TRIGGER_VISUAL
CORE_DMF_733,BATTLECRY
CORE_DMF_734,DEATHRATTLE
CORE_DMF_734,TAUNT
CORE_DRG_026,BATTLECRY
CORE_DRG_037,BATTLECRY
CORE_DRG_079,DIVINE_SHIELD
